date,quiniela,period,position,result
2014-11-27,mendoza,matutina,17,6720
2014-11-27,mendoza,matutina,18,9192
2014-11-27,mendoza,matutina,19,0686
2014-11-27,mendoza,matutina,20,9372
2014-11-27,mendoza,matutina,Letras,- - - 
2014-11-28,mendoza,matutina, 1,6351
2014-11-28,mendoza,matutina,2,4156
2014-11-28,mendoza,matutina,3,1152
2014-11-28,mendoza,matutina,4,7260
2014-11-28,mendoza,matutina,5,1439
2014-11-28,mendoza,matutina,6,4854
2014-11-28,mendoza,matutina,7,7088
2014-11-28,mendoza,matutina,8,4299
2014-11-28,mendoza,matutina,9,4690
2014-11-28,mendoza,matutina,10,1811
2014-11-28,mendoza,matutina,11,3901
2014-11-28,mendoza,matutina,12,5075
2014-11-28,mendoza,matutina,13,7416
2014-11-28,mendoza,matutina,14,0364
2014-11-28,mendoza,matutina,15,8384
2014-11-28,mendoza,matutina,16,3817
2014-11-28,mendoza,matutina,17,8378
2014-11-28,mendoza,matutina,18,1130
2014-11-28,mendoza,matutina,19,1333
2014-11-28,mendoza,matutina,20,0858
2014-11-28,mendoza,matutina,Letras,- - - 
2014-11-29,mendoza,matutina, 1,4098
2014-11-29,mendoza,matutina,2,8995
2014-11-29,mendoza,matutina,3,4911
2014-11-29,mendoza,matutina,4,8084
2014-11-29,mendoza,matutina,5,2020
2014-11-29,mendoza,matutina,6,6944
2014-11-29,mendoza,matutina,7,2535
2014-11-29,mendoza,matutina,8,0831
2014-11-29,mendoza,matutina,9,3799
2014-11-29,mendoza,matutina,10,9828
2014-11-29,mendoza,matutina,11,3365
2014-11-29,mendoza,matutina,12,7481
2014-11-29,mendoza,matutina,13,7983
2014-11-29,mendoza,matutina,14,3969
2014-11-29,mendoza,matutina,15,6206
2014-11-29,mendoza,matutina,16,0926
2014-11-29,mendoza,matutina,17,4912
2014-11-29,mendoza,matutina,18,4711
2014-11-29,mendoza,matutina,19,6030
2014-11-29,mendoza,matutina,20,5995
2014-11-29,mendoza,matutina,Letras,- - - 
2014-12-01,mendoza,matutina, 1,9590
2014-12-01,mendoza,matutina,2,7519
2014-12-01,mendoza,matutina,3,1564
2014-12-01,mendoza,matutina,4,9115
2014-12-01,mendoza,matutina,5,7396
2014-12-01,mendoza,matutina,6,6994
2014-12-01,mendoza,matutina,7,1802
2014-12-01,mendoza,matutina,8,6077
2014-12-01,mendoza,matutina,9,0353
2014-12-01,mendoza,matutina,10,0313
2014-12-01,mendoza,matutina,11,0294
2014-12-01,mendoza,matutina,12,8275
2014-12-01,mendoza,matutina,13,9369
2014-12-01,mendoza,matutina,14,4316
2014-12-01,mendoza,matutina,15,7446
2014-12-01,mendoza,matutina,16,5894
2014-12-01,mendoza,matutina,17,1138
2014-12-01,mendoza,matutina,18,0229
2014-12-01,mendoza,matutina,19,2671
2014-12-01,mendoza,matutina,20,8470
2014-12-01,mendoza,matutina,Letras,- - - 
2014-12-02,mendoza,matutina, 1,1007
2014-12-02,mendoza,matutina,2,4759
2014-12-02,mendoza,matutina,3,0782
2014-12-02,mendoza,matutina,4,0439
2014-12-02,mendoza,matutina,5,1844
2014-12-02,mendoza,matutina,6,2784
2014-12-02,mendoza,matutina,7,6386
2014-12-02,mendoza,matutina,8,7856
2014-12-02,mendoza,matutina,9,7658
2014-12-02,mendoza,matutina,10,6904
2014-12-02,mendoza,matutina,11,6916
2014-12-02,mendoza,matutina,12,3200
2014-12-02,mendoza,matutina,13,4048
2014-12-02,mendoza,matutina,14,9930
2014-12-02,mendoza,matutina,15,3930
2014-12-02,mendoza,matutina,16,6445
2014-12-02,mendoza,matutina,17,5515
2014-12-02,mendoza,matutina,18,2312
2014-12-02,mendoza,matutina,19,0074
2014-12-02,mendoza,matutina,20,1617
2014-12-02,mendoza,matutina,Letras,- - - 
2014-12-03,mendoza,matutina, 1,8151
2014-12-03,mendoza,matutina,2,1821
2014-12-03,mendoza,matutina,3,9026
2014-12-03,mendoza,matutina,4,4286
2014-12-03,mendoza,matutina,5,8811
2014-12-03,mendoza,matutina,6,0627
2014-12-03,mendoza,matutina,7,3680
2014-12-03,mendoza,matutina,8,5545
2014-12-03,mendoza,matutina,9,4693
2014-12-03,mendoza,matutina,10,5880
2014-12-03,mendoza,matutina,11,8078
2014-12-03,mendoza,matutina,12,1671
2014-12-03,mendoza,matutina,13,9405
2014-12-03,mendoza,matutina,14,6168
2014-12-03,mendoza,matutina,15,3092
2014-12-03,mendoza,matutina,16,1143
2014-12-03,mendoza,matutina,17,6447
2014-12-03,mendoza,matutina,18,9222
2014-12-03,mendoza,matutina,19,2120
2014-12-03,mendoza,matutina,20,3271
2014-12-03,mendoza,matutina,Letras,- - - 
2014-12-04,mendoza,matutina, 1,0864
2014-12-04,mendoza,matutina,2,8441
2014-12-04,mendoza,matutina,3,7850
2014-12-04,mendoza,matutina,4,8706
2014-12-04,mendoza,matutina,5,4378
2014-12-04,mendoza,matutina,6,8595
2014-12-04,mendoza,matutina,7,7317
2014-12-04,mendoza,matutina,8,2055
2014-12-04,mendoza,matutina,9,2020
2014-12-04,mendoza,matutina,10,9443
2014-12-04,mendoza,matutina,11,0239
2014-12-04,mendoza,matutina,12,9191
2014-12-04,mendoza,matutina,13,0229
2014-12-04,mendoza,matutina,14,2456
2014-12-04,mendoza,matutina,15,2647
2014-12-04,mendoza,matutina,16,5798
2014-12-04,mendoza,matutina,17,7535
2014-12-04,mendoza,matutina,18,6392
2014-12-04,mendoza,matutina,19,0463
2014-12-04,mendoza,matutina,20,4053
2014-12-04,mendoza,matutina,Letras,- - - 
2014-12-05,mendoza,matutina, 1,0799
2014-12-05,mendoza,matutina,2,8763
2014-12-05,mendoza,matutina,3,5381
2014-12-05,mendoza,matutina,4,7526
2014-12-05,mendoza,matutina,5,2136
2014-12-05,mendoza,matutina,6,6772
2014-12-05,mendoza,matutina,7,9984
2014-12-05,mendoza,matutina,8,9490
2014-12-05,mendoza,matutina,9,4386
2014-12-05,mendoza,matutina,10,3315
2014-12-05,mendoza,matutina,11,5099
2014-12-05,mendoza,matutina,12,2571
2014-12-05,mendoza,matutina,13,4373
2014-12-05,mendoza,matutina,14,7614
2014-12-05,mendoza,matutina,15,3096
2014-12-05,mendoza,matutina,16,5212
2014-12-05,mendoza,matutina,17,0398
2014-12-05,mendoza,matutina,18,7865
2014-12-05,mendoza,matutina,19,1108
2014-12-05,mendoza,matutina,20,9212
2014-12-05,mendoza,matutina,Letras,- - - 
2014-12-06,mendoza,matutina, 1,2173
2014-12-06,mendoza,matutina,2,6795
2014-12-06,mendoza,matutina,3,7593
2014-12-06,mendoza,matutina,4,5186
2014-12-06,mendoza,matutina,5,2352
2014-12-06,mendoza,matutina,6,9737
2014-12-06,mendoza,matutina,7,3262
2014-12-06,mendoza,matutina,8,5415
2014-12-06,mendoza,matutina,9,6981
2014-12-06,mendoza,matutina,10,4968
2014-12-06,mendoza,matutina,11,9046
2014-12-06,mendoza,matutina,12,6022
2014-12-06,mendoza,matutina,13,3097
2014-12-06,mendoza,matutina,14,1363
2014-12-06,mendoza,matutina,15,3136
2014-12-06,mendoza,matutina,16,0889
2014-12-06,mendoza,matutina,17,0830
2014-12-06,mendoza,matutina,18,4992
2014-12-06,mendoza,matutina,19,8782
2014-12-06,mendoza,matutina,20,5592
2014-12-06,mendoza,matutina,Letras,- - - 
2014-12-09,mendoza,matutina, 1,8768
2014-12-09,mendoza,matutina,2,1171
2014-12-09,mendoza,matutina,3,6299
2014-12-09,mendoza,matutina,4,1053
2014-12-09,mendoza,matutina,5,5952
2014-12-09,mendoza,matutina,6,6813
2014-12-09,mendoza,matutina,7,7116
2014-12-09,mendoza,matutina,8,5865
2014-12-09,mendoza,matutina,9,3424
2014-12-09,mendoza,matutina,10,1136
2014-12-09,mendoza,matutina,11,6140
2014-12-09,mendoza,matutina,12,2502
2014-12-09,mendoza,matutina,13,5192
2014-12-09,mendoza,matutina,14,4587
2014-12-09,mendoza,matutina,15,9899
2014-12-09,mendoza,matutina,16,5659
2014-12-09,mendoza,matutina,17,3396
2014-12-09,mendoza,matutina,18,4794
2014-12-09,mendoza,matutina,19,4720
2014-12-09,mendoza,matutina,20,4600
2014-12-09,mendoza,matutina,Letras,- - - 
2014-12-10,mendoza,matutina, 1,6127
2014-12-10,mendoza,matutina,2,5980
2014-12-10,mendoza,matutina,3,8167
2014-12-10,mendoza,matutina,4,1985
2014-12-10,mendoza,matutina,5,5964
2014-12-10,mendoza,matutina,6,7722
2014-12-10,mendoza,matutina,7,0708
2014-12-10,mendoza,matutina,8,3946
2014-12-10,mendoza,matutina,9,2525
2014-12-10,mendoza,matutina,10,0870
2014-12-10,mendoza,matutina,11,1640
2014-12-10,mendoza,matutina,12,0066
2014-12-10,mendoza,matutina,13,1385
2014-12-10,mendoza,matutina,14,4072
2014-12-10,mendoza,matutina,15,5016
2014-12-10,mendoza,matutina,16,7860
2014-12-10,mendoza,matutina,17,4500
2014-12-10,mendoza,matutina,18,6836
2014-12-10,mendoza,matutina,19,9730
2014-12-10,mendoza,matutina,20,8698
2014-12-10,mendoza,matutina,Letras,- - - 
2014-12-11,mendoza,matutina, 1,8555
2014-12-11,mendoza,matutina,2,8544
2014-12-11,mendoza,matutina,3,5746
2014-12-11,mendoza,matutina,4,6955
2014-12-11,mendoza,matutina,5,3222
2014-12-11,mendoza,matutina,6,8834
